title,company,location,job_type,sector,min_salary,max_salary,avg_salary,salary_raw,date_posted,url,source
Sales Executive,OnCre,Lagos,Full Time,Sales,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/sales-executive-gmw252,jobberman
Sales Assistant,Qiguang Nigeria Ltd,Lagos,Full Time,Sales,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/sales-assistant-j6qvm4,jobberman
Network Cable & CCTV Installation Technician,GBS LTD,Lagos,Full Time,Engineering & Technology,,,,Confidential,,https://www.jobberman.com/listings/network-cable-cctv-installation-technician-7jwejm,jobberman
Sales Force Automation Lead,Worldwide Commercial Ventures Limited,Lagos,Full Time,Sales,600000.0,900000.0,750000.0,"NGN 600,000 - 900,000",,https://www.jobberman.com/listings/sales-force-automation-lead-x8p0p4,jobberman
Senior Credit Marketer,Dynamic Portfolio,Lagos,Full Time,"Accounting, Auditing & Finance",,,,Confidential,,https://www.jobberman.com/listings/senior-credit-marketer-7jw25z,jobberman
Insurance/Financial Advisor,Leadway Assurance limited,Lagos,Full Time,"Accounting, Auditing & Finance",70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/insurance-advisor-financial-advisor-5pxpj6,jobberman
Head of Retail and Brand Experience,T360 Consults,Lagos,Full Time,Marketing & Communications,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/head-of-retail-and-brand-experience-45nejv,jobberman
Human Resources Manager,Early Global Resources Ltd,Lagos,Full Time,Management & Business Development,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/human-resources-gen-manager-0k7q8e,jobberman
Field Sales Manager,LuckyIn Limited,Lagos,Full Time,Sales,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/fmcg-sales-on-field-7jwkqx,jobberman
Operations Manager,T360 Consults,Lagos,Full Time,Quality Control & Assurance,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/operations-manager-qz2jj6,jobberman
Travel Consultant,Royal Gateway Consulting International Service Company Limited,Lagos,Full Time,Consulting & Strategy,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/travel-consultant-rr8p94,jobberman
Personal Assistant,Gochtech Nigeria Limited,Lagos,Full Time,Admin & Office,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/personal-assistant-qz2j06,jobberman
Secretary,Gochtech Nigeria Limited,Lagos,Full Time,Admin & Office,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/secretary-n9pm60,jobberman
Marketer,Gochtech Nigeria Limited,Lagos,Full Time,Marketing & Communications,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/marketer-0k7erk,jobberman
Accountant,Gochtech Nigeria Limited,Lagos,Full Time,"Accounting, Auditing & Finance",70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/accountant-6qdep6,jobberman
Fiber Optic Technician,Direct Broadband and Mobile,Lagos,Full Time,Engineering & Technology,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/fiber-optic-technician-d97m77,jobberman
Digital Marketer,Lovebug Florist,Lagos,Part Time,Marketing & Communications,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/part-time-digital-marketer-analytics-strategy-campaigns-outreach-8m4jrr,jobberman
Community Manager,Esavvy Communications Ltd,Lagos,Part Time,Marketing & Communications,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/community-manager-wrpvvk,jobberman
Sales Executive,Salve Consulting Limited,Lagos,Part Time,Sales,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/sales-executive-fmcg-2k0eme,jobberman
Sales Executive,Resoc Properties,Lagos,Part Time,Sales,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/sales-executive-9kjq25,jobberman
Data Analytics and AI Tools Facilitators,Digital Skills Centre,Lagos,Part Time,Software & Data,,,,Confidential,,https://www.jobberman.com/listings/data-analytics-and-ai-tools-facilitators-x8p5rw,jobberman
Video Editor,Provenance Business School,Lagos,Part Time,Marketing & Communications,,,,Confidential,,https://www.jobberman.com/listings/video-editor-2k049j,jobberman
Entry-Level-2 WordPress Web Developer,Majtek ICT Systems Solution,Lagos,Part Time,Engineering & Technology,,,,Confidential,,https://www.jobberman.com/listings/entry-level-2-wordpress-web-developer-sponsored-training-live-projects-wrpd8m,jobberman
"Remote Recruiter Opportunity | $3,000-$11,000 Per Placement",The Construction Index Ltd,Lagos,Part Time,Human Resources,,,,Confidential,,https://www.jobberman.com/listings/remote-recruiter-opportunity-3000-11000-per-placement-pg6zwv-v3,jobberman
Entry-Level-1 WordPress Web Developer,Majtek ICT Systems Solution,Lagos,Part Time,Engineering & Technology,,,,Confidential,,https://www.jobberman.com/listings/entry-level-1-wordpress-web-developer-sponsored-training-live-projects-wrpdnm,jobberman
Community Lead,The Young and Becoming,Lagos,Part Time,,,,,Confidential,,https://www.jobberman.com/listings/community-lead-d9757r,jobberman
Campus Outreach Volunteer,Coinafrica,Lagos,Part Time,,,,,Confidential,,https://www.jobberman.com/listings/campus-outreach-volunteer-erv6nj,jobberman
Sales And Marketing Specialist,GloVal Properties Nig. Ltd,Lagos,Part Time,Sales,,,,Confidential,,https://www.jobberman.com/listings/sales-and-marketing-specialist-d7xj4w-v10,jobberman
Company Ambassadors,"PropertyPlatform, Nigeria",Lagos,Part Time,,,,,Confidential,,https://www.jobberman.com/listings/company-ambassadors-x8p5d2,jobberman
Mecânico,SteadyPoint Staffing Inc,Lagos,Part Time,Management & Business Development,,,,Confidential,,https://www.jobberman.com/listings/mecanico-j6q80e,jobberman
Product Marketer (Founding Team)- Skilloop,SkilLoop,Lagos,Part Time,Marketing & Communications,,,,Confidential,,https://www.jobberman.com/listings/product-marketer-founding-team-skilloop-rr8pw4,jobberman
Social Media Instructor,LEXTORAH,Lagos,Part Time,"Research, Teaching & Training",,,,Confidential,,https://www.jobberman.com/listings/social-media-instructor-wrp9xm-v1,jobberman
Sales Partner - NG,TFCS,Lagos,Part Time,Sales,,,,Confidential,,https://www.jobberman.com/listings/sales-partner-ng-j6q8jr,jobberman
Video Editor,Versyde,Lagos,Part Time,Marketing & Communications,,,,Confidential,,https://www.jobberman.com/listings/video-editor-rr8pzg,jobberman
Sales assistant (M/F) Sport Zone Lagos HG,Sport Zone,Lagos,Part Time,Sales,,,,Confidential,,https://www.jobberman.com/listings/sales-assistant-mf-sport-zone-lagos-hg-45nzjr,jobberman
Consultant - Religious and Traditional Leaders Engagement,IOM - UN Migration,Lagos,Part Time,Consulting & Strategy,,,,Confidential,,https://www.jobberman.com/listings/consultant-religious-and-traditional-leaders-engagement-j6qk8d,jobberman
Social Media Intern,Skillora Africa,Lagos,Part Time,Marketing & Communications,,,,Confidential,,https://www.jobberman.com/listings/social-media-internvolunteer-d97887,jobberman
Sales Executive,GloVal Properties Nig. Ltd,Lagos,Part Time,Sales,,,,Confidential,,https://www.jobberman.com/listings/sales-executive-gw2qp8-v17,jobberman
TRAINING FACILITATOR,Levitepro,Lagos,Part Time,Human Resources,,,,Confidential,,https://www.jobberman.com/listings/training-facilitator-j6qk7w,jobberman
INTERNSHIP OPPORTUNITY – JOIN FRANK PARIS HUB,Frank Paris Hub,Lagos,Part Time,"Research, Teaching & Training",,,,Confidential,,https://www.jobberman.com/listings/internship-opportunity-join-frank-paris-hub-0k7rdd,jobberman
Marketing Specialist,Arikekpar & Company,Lagos,Part Time,Marketing & Communications,,,,Confidential,,https://www.jobberman.com/listings/marketing-specialist-vdw8zk,jobberman
Legal Research Assistant,NexGen Law Practice,Lagos,Part Time,Legal Services,,,,Confidential,,https://www.jobberman.com/listings/legal-research-assistant-7jw2gx,jobberman
Volunteer Community Manager,Crescent Vitalis,Lagos,Part Time,Marketing & Communications,,,,Confidential,,https://www.jobberman.com/listings/volunteer-community-manager-8m46kr,jobberman
Marketing Representative,Checklos,Lagos,Part Time,Marketing & Communications,,,,Confidential,,https://www.jobberman.com/listings/marketing-representative-d978dw,jobberman
Sales Partner,TFCS,Lagos,Part Time,Sales,,,,Confidential,,https://www.jobberman.com/listings/sales-partner-45nk59,jobberman
Sales Representative,Tridem Pharma a Fosun Pharma Company,Lagos,Contract,Medical & Pharmaceutical,,,,NGN Commission Only,,https://www.jobberman.com/listings/commission-sales-representative-m0gx2q,jobberman
HVAC and Plumbing Technician,Meditrack Limited,Lagos,Contract,Engineering & Technology,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/hvac-plumber-techinicians-contract-wrpvdd,jobberman
PHP Developer,YIP Online Limited,Lagos,Contract,Software & Data,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/php-developer-6qd9m6,jobberman
Security Personnel,Ricmof Integrated Services Limited,Lagos,Contract,Trades & Services,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/security-personnel-7jwzm5,jobberman
Relationship Manager,Dignity Finance and Investment Ltd,Abuja,Full Time,Customer Service & Support,,,,Confidential,,https://www.jobberman.com/listings/relationship-manager-0k7r4z,jobberman
Human Resource Manager,Dignity Finance and Investment Ltd,Abuja,Full Time,Human Resources,,,,Confidential,,https://www.jobberman.com/listings/human-resource-manager-vdw8jx,jobberman
"RM, Payroll Lending",Dignity Finance and Investment Ltd,Abuja,Full Time,Customer Service & Support,,,,Confidential,,https://www.jobberman.com/listings/relationship-manager-7jw26g,jobberman
"Group Head, Remedial Services/Recovery",Dignity Finance and Investment Ltd,Abuja,Full Time,Management & Business Development,,,,Confidential,,https://www.jobberman.com/listings/group-head-6qdpjv,jobberman
Personal Assistant,Gochtech Nigeria Limited,Abuja,Full Time,Admin & Office,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/personal-assistant-8m4e6n,jobberman
Marketer,Gochtech Nigeria Limited,Abuja,Full Time,Marketing & Communications,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/marketer-7jwe25,jobberman
Fragile & Conflict Context Expert – Business and Investment Climate Reforms,NTU International A/S,Abuja,Part Time,Consulting & Strategy,,,,Confidential,,https://www.jobberman.com/listings/fragile-conflict-context-expert-business-and-investment-climate-reforms-0k7qgj,jobberman
Gender & Economic Empowerment Expert – Business and Investment Climate Reforms,NTU International A/S,Abuja,Part Time,Consulting & Strategy,,,,Confidential,,https://www.jobberman.com/listings/gender-economic-empowerment-expert-business-and-investment-climate-reforms-k78wmp,jobberman
Volunteer social media & community manager,Girls and Goals initiative,Abuja,Part Time,Marketing & Communications,,,,Confidential,,https://www.jobberman.com/listings/volunteer-social-media-community-manager-7jweq5,jobberman
Trade Facilitation Expert – Business and Investment Climate Reforms,NTU International A/S,Abuja,Part Time,Management & Business Development,,,,Confidential,,https://www.jobberman.com/listings/trade-facilitation-expert-business-and-investment-climate-reforms-k784n8,jobberman
Sales Specialist,TFCS,Abuja,Part Time,Sales,,,,Confidential,,https://www.jobberman.com/listings/sales-specialist-qz2jgj,jobberman
Investment Facilitation Expert – Business and Investment Climate Reforms,NTU International A/S,Abuja,Part Time,,,,,Confidential,,https://www.jobberman.com/listings/investment-facilitation-expert-business-and-investment-climate-reforms-z8pnjg,jobberman
JOB TITLE: PROJECT OFFICER - REGIONAL COOPERATION (OPS4) - INSTITUTIONAL SUPPORT & INVESTMENTS - Deadline: 17/04/2026,EUBAM Libya,Abuja,Part Time,"Accounting, Auditing & Finance",,,,Confidential,,https://www.jobberman.com/listings/job-title-project-officer-regional-cooperation-ops4-institutional-support-investments-deadline-17042026-pgm80p-v2,jobberman
Growth Associates,BluuLink,Abuja,Part Time,Supply Chain & Procurement,,,,Confidential,,https://www.jobberman.com/listings/growth-associates-buyer-vendor-2k000p-v1,jobberman
Finance Manager,TEDxMaitama Official,Abuja,Part Time,"Accounting, Auditing & Finance",,,,Confidential,,https://www.jobberman.com/listings/finance-manager-wrp45z,jobberman
Open Roles,Jentech AI,Abuja,Part Time,"Research, Teaching & Training",,,,Confidential,,https://www.jobberman.com/listings/open-roles-tutors-community-academic-lead-more-45nkm5,jobberman
Monitoring and Evaluation Assistant,Jhpiego,Abuja,Part Time,,,,,Confidential,,https://www.jobberman.com/listings/monitoring-and-evaluation-assistant-pgmv2q,jobberman
Transport & Logistics Expert – Business and Investment Climate Reforms,NTU International A/S,Abuja,Part Time,Management & Business Development,,,,Confidential,,https://www.jobberman.com/listings/transport-logistics-expert-business-and-investment-climate-reforms-x8prxw,jobberman
Media lead,Henosis International,Abuja,Part Time,Marketing & Communications,,,,Confidential,,https://www.jobberman.com/listings/media-lead-k785rj-v1,jobberman
Sales Representative,Acti-Tech Limited,Abuja,Contract,Sales,,,,NGN Commission Only,,https://www.jobberman.com/listings/freelance-sales-marketer-9kjerj,jobberman
UI/UX Designer,Rizoka Technologies Limited,Abuja,Contract,"Accounting, Auditing & Finance",150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/uiux-designer-z8p95v,jobberman
"PROJECT OFFICER - REGIONAL COOPERATION (OPS2) – DEMOCRACY, GOVERNANCE AND MIGRATION - Deadline 30 April 2026",EUBAM Libya,Abuja,Contract,Management & Business Development,,,,Confidential,,https://www.jobberman.com/listings/project-officer-regional-cooperation-ops2-democracy-governance-and-migration-deadline-30-april-2026-d9759r,jobberman
"BUDGET / ACCOUNTING ASSISTANT (FCA) - FINANCE, CONTRACT AND AUDIT SECTION - Deadline 30 April 2026 D",EUBAM Libya,Abuja,Contract,"Accounting, Auditing & Finance",,,,Confidential,,https://www.jobberman.com/listings/budget-accounting-assistant-fca-finance-contract-and-audit-section-deadline-30-april-2026-d-vdw2wg,jobberman
Conversion Specialist,SCOVERS EDUCATION,Abuja,Contract,Software & Data,,,,Confidential,,https://www.jobberman.com/listings/conversion-specialist-k78wgj,jobberman
Network Engineer,Paramount BPO,Abuja,Contract,Software & Data,,,,Confidential,,https://www.jobberman.com/listings/network-engineer-contract-on-site-only-in-abuja-nigeria-gmwv9e,jobberman
(Networking & Cybersecurity) Technical Support Consultant,SupportYourApp,Abuja,Contract,Customer Service & Support,,,,Confidential,,https://www.jobberman.com/listings/networking-cybersecurity-technical-support-consultant-future-openings-rr89pj,jobberman
Shop Development Manager,PalmPay,Abuja,Contract,Engineering & Technology,,,,Confidential,,https://www.jobberman.com/listings/shop-development-manager-northnorth-central-n9p6kg,jobberman
College Recruiter,SCOVERS EDUCATION,Abuja,Contract,Human Resources,,,,Confidential,,https://www.jobberman.com/listings/college-recruiter-5pdjrx,jobberman
Operation Manager,Daily Laundry and Dry Cleaning Services,Abeokuta & Ogun State,Full Time,Admin & Office,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/operation-manager-x8p052,jobberman
Secretary,Gochtech Nigeria Limited,Port Harcourt & Rivers State,Full Time,Admin & Office,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/secretary-wrpv4k,jobberman
Tender and Admin Assistant,Jobberman Nigeria Recruitment,Lagos,Full Time,Admin & Office,,,,Confidential,,https://www.jobberman.com/listings/tender-and-admin-assistant-wrpv7k,jobberman
