title,company,location,job_type,sector,min_salary,max_salary,avg_salary,salary_raw,date_posted,url,source
Graphic Designer,Content Ideas Production,Remote (Work From Home),Full Time,Creative & Design,100.0,150.0,125.0,USD 100 - 150,,https://www.jobberman.com/listings/graphic-designer-45ndw5,jobberman
Virtual Assistant,Raphael Group,Remote (Work From Home),Full Time,Admin & Office,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/virtual-assistant-8m5rdn,jobberman
Business Development Executives,EsperaSoft Corporation,Remote (Work From Home),Full Time,Sales,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/business-development-executives-x8p6nw,jobberman
Business Development Associate,IVO Health Limited,Remote (Work From Home),Full Time,Management & Business Development,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/business-development-associate-k78g65,jobberman
Customer Success & Student Support Coordinator,Platinum Key Realty LTD,Remote (Work From Home),Full Time,Customer Service & Support,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/customer-support-specialist-5pd4x2,jobberman
Client Service Consultant,Seed Healthcare Services Ltd.,Remote (Work From Home),Full Time,Customer Service & Support,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/client-service-consultant-wrpm7p,jobberman
Client Acquisition Officer,Hire Express International Limited,Remote (Work From Home),Full Time,Sales,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/client-acquisition-officer-z8dgjv,jobberman
Social Media Manager,Nowagie Ops,Remote (Work From Home),Full Time,Marketing & Communications,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/social-media-manager-campaign-specialist-2k0zzd,jobberman
Editorial Manager,CoreHR Consulting,Remote (Work From Home),Full Time,Creative & Design,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/editorial-manager-z8dgrv,jobberman
Sales Representative,FMR Agency,Remote (Work From Home),Full Time,Sales,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/remote-sales-representative-2kqpke,jobberman
Talent Research Intern,Human Spring Consulting,Remote (Work From Home),Full Time,Human Resources,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/talent-research-intern-z8d7v9,jobberman
Senior Operations Analyst,Spurt Solutions,Remote (Work From Home),Full Time,Management & Business Development,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/senior-operations-analyst-8m5j04,jobberman
Business Origination & Sales Partner,Spurt Solutions,Remote (Work From Home),Full Time,Sales,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/business-origination-sales-partner-7j5exq,jobberman
Outbound Sales Development Representative,EB Digital LLC,Remote (Work From Home),Full Time,Sales,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/outbound-sales-development-representative-nigeria-remote-6qk826,jobberman
Real Estate Appointment Setter,Bernados Pharmacy Ltd.,Remote (Work From Home),Full Time,Marketing & Communications,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/real-estate-appointment-setter-r8452m,jobberman
Sales Agent Online,Chat Bravo,Remote (Work From Home),Full Time,Sales,750.0,1000.0,875.0,USD 750 - 1000,,https://www.jobberman.com/listings/sales-agent-online-x82vz8,jobberman
Software Developer,Amazing Properties Wisconsin LLC,Remote (Work From Home),Full Time,Software & Data,150.0,300.0,225.0,USD 150 - 300,,https://www.jobberman.com/listings/software-developer-web-scraping-specialist-2kqv8j,jobberman
Content Marketing Manager,Octopus Eagle,Remote (Work From Home),Full Time,Marketing & Communications,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/senior-content-marketing-manager-j6rgpv,jobberman
Human Resource Support Intern,Boubid Africa,Remote (Work From Home),Full Time,Human Resources,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/human-resource-support-intern-0kw6kd,jobberman
Web Data Analyst Annotator,Odixcity Consulting,Remote (Work From Home),Full Time,Software & Data,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/web-data-analyst-annotator-x82m88,jobberman
Web Content Analyst Annotator,Odixcity Consulting,Remote (Work From Home),Full Time,Engineering & Technology,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/web-content-analyst-annotator-remote-6qkwqn,jobberman
High-Level Video Editor,Statera Estates,Remote (Work From Home),Full Time,Creative & Design,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/high-level-video-editor-youtube-reels-and-ads-2kqxg6,jobberman
Video Content Reviewer,Odixcity Consulting,Remote (Work From Home),Full Time,Creative & Design,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/video-content-reviewer-remote-wr2xrm,jobberman
QA Analyst,Odixcity Consulting,Remote (Work From Home),Full Time,Quality Control & Assurance,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/qa-analyst-remote-vderw8,jobberman
DevOps Engineer Annotator,Odixcity Consulting,Remote (Work From Home),Full Time,Engineering & Technology,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/devops-engineer-annotator-0kw6we,jobberman
Security Engineer Annotator,Odixcity Consulting,Remote (Work From Home),Full Time,Engineering & Technology,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/security-engineer-annotator-remote-7j5q5z,jobberman
Full-stack Engineer Annotator,Odixcity Consulting,Remote (Work From Home),Full Time,Engineering & Technology,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/full-stack-engineer-annotator-j6rgrz,jobberman
Backend Engineer Annotator,Odixcity Consulting,Remote (Work From Home),Full Time,Software & Data,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/backend-engineer-annotator-remote-wr2x2m,jobberman
Technical Support Officer,Odixcity Consulting,Remote (Work From Home),Full Time,Engineering & Technology,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/technical-support-product-liaison-officer-2kqvrd,jobberman
Freelance Recruiter,Gratitude Nigeria Representative Limited,Remote (Work From Home),Full Time,Human Resources,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/freelance-recruiter-k7gk5x,jobberman
Sales Representative,Adler Capital,Remote (Work From Home),Full Time,Sales,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/remote-sales-representative-cold-calling-work-from-home-qz7xk6,jobberman
Technical Support Engineer,Odixcity Consulting,Remote (Work From Home),Full Time,Software & Data,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/technical-support-engineer-product-liaison-officer-gm97jr,jobberman
Sales & Business Development Manager,APHR Consult,Remote (Work From Home),Full Time,Sales,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/sales-business-development-manager-rrvm04,jobberman
Affiliate Marketer,KDNPLUS,Remote (Work From Home),Full Time,Marketing & Communications,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/affiliate-marketer-gm97zr,jobberman
Digital Marketer,KDNPLUS,Remote (Work From Home),Full Time,Marketing & Communications,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/digital-marketer-rrvm54,jobberman
English Tutor,Amazing Properties Wisconsin LLC,Remote (Work From Home),Full Time,"Research, Teaching & Training",100.0,150.0,125.0,USD 100 - 150,,https://www.jobberman.com/listings/high-school-english-tutor-qz7kpe,jobberman
Legal Support Administrator,SSMM Global,Remote (Work From Home),Full Time,Legal Services,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/legal-support-administrator-5pxznn,jobberman
Digital Marketer,SSMM Global,Remote (Work From Home),Full Time,Marketing & Communications,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/digital-marketer-erqx8k,jobberman
Senior Bookkeeper,SebCFO,Remote (Work From Home),Full Time,"Accounting, Auditing & Finance",150.0,300.0,225.0,USD 150 - 300,,https://www.jobberman.com/listings/remote-senior-bookkeeper-7j5d2m,jobberman
Graphics Designer and Operations Manager,Avocado Virtual Solutions,Remote (Work From Home),Full Time,Creative & Design,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/graphics-designer-and-operations-manager-rrvkxj,jobberman
Technical Support & Product Liaison Officer,Odixcity Consulting,Remote (Work From Home),Full Time,Engineering & Technology,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/technical-support-product-liaison-officer-0kwxwd,jobberman
Senior Backend Engineer,Alpha Global,Remote (Work From Home),Full Time,Engineering & Technology,1500000.0,2000000.0,1750000.0,"NGN 1,500,000 - 2,000,000",,https://www.jobberman.com/listings/senior-backend-engineer-ai-driven-development-remote-n9xnrz,jobberman
Junior Administrative Manager,Your Transit Hub,Remote (Work From Home),Full Time,Admin & Office,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/admin-manager-5pxg8e,jobberman
Computer Vision Annotator,Odixcity Consulting,Remote (Work From Home),Full Time,Software & Data,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/computer-vision-annotator-rrv4r4,jobberman
AI Policy Reviewer,Odixcity Consulting,Remote (Work From Home),Full Time,Software & Data,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/ai-policy-reviewer-wr25rk,jobberman
Risk Analyst,Odixcity Consulting,Remote (Work From Home),Full Time,Software & Data,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/risk-analyst-8m5xmn,jobberman
Bid Manager,Your Transit Hub,Remote (Work From Home),Full Time,Consulting & Strategy,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/bid-manager-vdez0p,jobberman
Illustrator,Udoba Tech Ventures,Remote (Work From Home),Full Time,Creative & Design,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/illustrator-458q5m,jobberman
Content Moderator,Odixcity Consulting,Remote (Work From Home),Full Time,Software & Data,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/content-moderator-trust-safety-specialist-9k96k5,jobberman
Sales Associate,Hera Marketing,Remote (Work From Home),Full Time,Sales,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/sales-associate-2kqnke,jobberman
RLHF Specialist,Odixcity Consulting,Remote (Work From Home),Full Time,Software & Data,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/rlhf-specialist-erqjrd,jobberman
Document Analyst,Odixcity Consulting,Remote (Work From Home),Full Time,Software & Data,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/document-analyst-m0p90q,jobberman
Trust and Safety Analyst,Odixcity Consulting,Remote (Work From Home),Full Time,Software & Data,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/trust-and-safety-analyst-7j5rj5,jobberman
SEO & Keyword Specialist,SSMM Global,Remote (Work From Home),Full Time,Management & Business Development,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/seo-and-keyowrd-specialist-0kw96m,jobberman
Legal Data Analyst,Odixcity Consulting,Remote (Work From Home),Full Time,Software & Data,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/legal-data-analyst-gm9jpr,jobberman
AI Content Reviewer,Odixcity Consulting,Remote (Work From Home),Full Time,Software & Data,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/ai-content-reviewer-5px8d7,jobberman
LLM Evaluator,Odixcity Consulting,Remote (Work From Home),Full Time,Software & Data,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/llm-evaluator-2kqn0e,jobberman
A.I Trainer,Odixcity Consulting,Remote (Work From Home),Full Time,Software & Data,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/ai-trainer-llm-generative-ai-specialist-pg6qmv,jobberman
Information Extraction Specialist,Odixcity Consulting,Remote (Work From Home),Full Time,Software & Data,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/information-extraction-specialist-k7gvpz,jobberman
Model Recruitment Coordinator,SSMM Global,Remote (Work From Home),Full Time,Management & Business Development,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/models-recruitment-d9k2qm,jobberman
Senior B2B Sales Leader,Boubid Africa,Remote (Work From Home),Full Time,Sales,600000.0,900000.0,750000.0,"NGN 600,000 - 900,000",,https://www.jobberman.com/listings/senior-b2b-sales-leader-458m8v,jobberman
Sales Development Representative,Adler Capital,Remote (Work From Home),Full Time,Sales,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/real-estate-virtual-assistant-2kq84g,jobberman
NLP Data Annotator,Odixcity Consulting,Remote (Work From Home),Full Time,Software & Data,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/nlp-data-annotator-9k9wnn,jobberman
Senior Backend Engineer,Bucapay,Remote (Work From Home),Full Time,Software & Data,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/senior-backend-engineer-php-laravel-qz7g6v,jobberman
Language Specialist Annotator,Odixcity Consulting,Remote (Work From Home),Full Time,Software & Data,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/language-specialist-annotator-qz7g5v,jobberman
Computational Linguist Annotator,Odixcity Consulting,Remote (Work From Home),Full Time,Software & Data,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/computational-linguist-annotator-7j590j,jobberman
Audio Annotator,Odixcity Consulting,Remote (Work From Home),Full Time,Software & Data,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/audio-annotator-pg62nx,jobberman
Linguist Annotator,Odixcity Consulting,Remote (Work From Home),Full Time,Software & Data,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/linguist-annotator-d9k42r,jobberman
AI Evaluation Specialist,Odixcity Consulting,Remote (Work From Home),Full Time,Software & Data,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/ai-evaluation-specialist-k7g26j,jobberman
ML Research Analyst,Odixcity Consulting,Remote (Work From Home),Full Time,Software & Data,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/ml-research-analyst-x82xwm,jobberman
AI Prompt Specialist,Odixcity Consulting,Remote (Work From Home),Full Time,Software & Data,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/ai-prompt-specialist-wr2jnj,jobberman
Software/Systems Developer,Mountrel Limited,Remote (Work From Home),Full Time,Software & Data,150.0,300.0,225.0,USD 150 - 300,,https://www.jobberman.com/listings/softwaresystems-developer-6qkv2n,jobberman
Editor & Writer,Hera Marketing,Remote (Work From Home),Full Time,Marketing & Communications,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/editor-writer-j6r265,jobberman
Sales Assistant,Platinum Key Realty LTD,Remote (Work From Home),Full Time,Sales,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/sales-assistant-9k9gvv,jobberman
Executive Administrative Coordinator,Platinum Key Realty LTD,Remote (Work From Home),Full Time,Admin & Office,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/executive-administrative-coordinator-n9xwqe,jobberman
Sales Executive,B-Meson Limited,Remote (Work From Home),Full Time,Sales,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/senior-outbound-sales-executive-bdm-raas-model-n9xjeg,jobberman
Business Developer,Zitere Social Enterprise,Remote (Work From Home),Full Time,"Accounting, Auditing & Finance",250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/business-developer-qzd0qw,jobberman
Senior Recruiter,Work in Nigeria Recruitment Agency,Remote (Work From Home),Full Time,Human Resources,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/senior-recruiter-vde97j,jobberman
Junior Recruiter,Work in Nigeria Recruitment Agency,Remote (Work From Home),Full Time,Human Resources,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/junior-recruiter-n9x0mm,jobberman
Growth & Client Success Manager,TS Diamond Consulting Inc.,Remote (Work From Home),Full Time,Management & Business Development,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/growth-client-success-manager-remote-saas-vde9vw,jobberman
Sales Associate,Bankoto,Remote (Work From Home),Full Time,Sales,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/sales-associate-remote-6qkrn7,jobberman
Social Media Lead Generation Manager,OBIS Junction Ltd,Remote (Work From Home),Full Time,Marketing & Communications,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/social-media-lead-generation-manager-m0p086,jobberman
Growth Marketer & SMM,Opulent Platforms,Remote (Work From Home),Full Time,Marketing & Communications,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/growth-marketer-smm-pg604w,jobberman
Social Media & Digital Marketing Lead,Onyx Network Media,Remote (Work From Home),Full Time,Creative & Design,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/digital-storytelling-content-lead-rrvnw9,jobberman
DevOps Tutor,Amazing Properties Wisconsin LLC,Remote (Work From Home),Full Time,Software & Data,150.0,300.0,225.0,USD 150 - 300,,https://www.jobberman.com/listings/devops-tutor-7j5jnz,jobberman
DIGITAL MARKETER,Avocado Virtual Solutions,Remote (Work From Home),Full Time,Marketing & Communications,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/digital-marketer-b2b-client-acquisition-z8dzqr,jobberman
Influencer marketing Specialist,Avocado Virtual Solutions,Remote (Work From Home),Full Time,Marketing & Communications,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/influencer-marketing-specialist-6qkq0j,jobberman
"Sales Manager - Smart City, Security, IoT Solutions",SolutionMall,Remote (Work From Home),Part Time,Sales,,,,USD Commission Only,,https://www.jobberman.com/listings/sales-manager-smart-city-security-iot-solutions-9k944p,jobberman
Senior UI/UX Motion Designer,Mediakraze Ltd,Remote (Work From Home),Part Time,Creative & Design,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/product-graphics-uiux-motion-designer-vdwvgx,jobberman
Virtual Assistant,Donalds Agro Products,Remote (Work From Home),Part Time,Marketing & Communications,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/virtual-assistant-qz2k6v,jobberman
Social Media Manager,Neegles Ltd,Remote (Work From Home),Part Time,Community & Social Services,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/social-mediagraphic-designer-9kjn7n,jobberman
Video Editor,CCIA Solutions Inc,Remote (Work From Home),Part Time,Creative & Design,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/video-editor-rr8jd8,jobberman
Online English Tutor,Ajiro Tech Ltd,Remote (Work From Home),Part Time,"Research, Teaching & Training",150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/experienced-online-english-tutor-igcse-a-level-rrvq5g,jobberman
Research Assistant,Laiedon Innovations,Remote (Work From Home),Part Time,"Research, Teaching & Training",70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/research-assistant-5pdw4x,jobberman
Sales Manager – Energy & Power Solutions,SolutionMall,Remote (Work From Home),Part Time,Sales,300.0,500.0,400.0,USD 300 - 500,,https://www.jobberman.com/listings/sales-manager-energy-power-solutions-nigeria-6qk00j,jobberman
Sales Manager – IT & Network Solutions,SolutionMall,Remote (Work From Home),Part Time,Sales,300.0,500.0,400.0,USD 300 - 500,,https://www.jobberman.com/listings/sales-manager-it-network-solutions-nigeria-remote-local-market-focus-vdenn8,jobberman
USMLE Tutor,Praxler Ltd,Remote (Work From Home),Part Time,"Research, Teaching & Training",400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/usmle-tutor-step-1-step-2-ck-full-time-part-time-remote-erq666,jobberman
Institutional Partnerships Associate/Sales Representative,Praxler Ltd,Remote (Work From Home),Part Time,Marketing & Communications,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/institutional-partnerships-associate-sales-representative-remote-flexible-5pxmme,jobberman
PLAB Tutor,Praxler Ltd,Remote (Work From Home),Part Time,"Research, Teaching & Training",150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/plab-tutor-praxler-part-time-flexible-remote-first-2kq446,jobberman
Client Services & Marketing Intern,Aevori Labs,Remote (Work From Home),Part Time,Marketing & Communications,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/client-services-marketing-intern-qz78qj,jobberman
Job Application Specialist,D-VIP Excellent Academy Ltd,Remote (Work From Home),Part Time,Human Resources,,,,NGN Commission Only,,https://www.jobberman.com/listings/international-job-application-specialist-wr20k4,jobberman
Freelance Student Recruitment Officer,Zain Global,Remote (Work From Home),Part Time,Sales,,,,NGN Commission Only,,https://www.jobberman.com/listings/freelance-student-recruitment-x82wvn,jobberman
Sponsorship Sales and Business Development Executive,House of Aetheris,Remote (Work From Home),Contract,Sales,,,,NGN Commission Only,,https://www.jobberman.com/listings/sponsorship-sales-business-development-executives-vdwjxx,jobberman
Backend Developer,KDNPLUS,Remote (Work From Home),Contract,Software & Data,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/backend-developer-6qdjzv,jobberman
Web Developer,KDNPLUS,Remote (Work From Home),Contract,Software & Data,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/web-developer-z8p0er,jobberman
iOS and Android Mobile App Developer,KDNPLUS,Remote (Work From Home),Contract,Software & Data,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/mobile-app-developer-ios-android-n9pqjk,jobberman
AI Video Creator Specialist,KDNPLUS,Remote (Work From Home),Contract,Creative & Design,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/ai-video-creator-specialist-45n7x4,jobberman
Moderator and Content Writer,KDNPLUS,Remote (Work From Home),Contract,Marketing & Communications,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/moderator-content-writer-0k75ej,jobberman
Mathematics Teacher,Nigerian Institute of Journalism,Remote (Work From Home),Contract,"Research, Teaching & Training",70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/mathematics-teacher-rr876x,jobberman
Social Media Generalist,KDNPLUS,Remote (Work From Home),Contract,Marketing & Communications,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/social-media-generalist-7jwgxx,jobberman
Student Recruitment Advisor,Ready Study Global,Remote (Work From Home),Contract,Marketing & Communications,,,,USD Commission Only,,https://www.jobberman.com/listings/student-recruitment-advisor-remote-commission-based-5pd4ep,jobberman
Video Editor,Napmantronix Limited,Remote (Work From Home),Contract,Creative & Design,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/video-editor-8m4450,jobberman
Screen/Script Writer,Napmantronix Limited,Remote (Work From Home),Contract,Creative & Design,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/exceptional-screenscript-writer-for-movies-and-documentaries-8m45g9,jobberman
Technical Project & Delivery Manager,FSH Limited,Remote (Work From Home),Contract,Software & Data,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/technical-project-delivery-manager-aws-devsecops-saas-gmw5e0,jobberman
Administrative & Community Assistant,Avocado Virtual Solutions,Remote (Work From Home),Contract,Admin & Office,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/administrative-community-assistant-45njd9,jobberman
Frontend Developer,FSH Limited,Remote (Work From Home),Contract,Software & Data,400000.0,600000.0,500000.0,"NGN 400,000 - 600,000",,https://www.jobberman.com/listings/frontend-developer-integration-specialist-k78mkv,jobberman
UI/UX Designer,FSH Limited,Remote (Work From Home),Contract,Software & Data,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/uiux-and-graphic-designer-rrvdj4,jobberman
Senior Web Architect & AIO Specialist,Archin Unity Inc,Remote (Work From Home),Contract,Software & Data,750.0,1000.0,875.0,USD 750 - 1000,,https://www.jobberman.com/listings/senior-web-architect-aio-specialist-vde8x5,jobberman
Business Analysis Tutor,Confluence Impact IT,Remote (Work From Home),Contract,"Research, Teaching & Training",70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/business-analysis-tutor-part-time-contract-rrve4x,jobberman
Technical / Product Team Lead,Africa Metals & Minerals,Remote (Work From Home),Contract,Software & Data,2500.0,4000.0,3250.0,USD 2500 - 4000,,https://www.jobberman.com/listings/technical-product-team-lead-5pxk4r,jobberman
Independent Content Writer,KDNPLUS,Remote (Work From Home),Contract,Marketing & Communications,70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/independent-content-writer-pg6r2v,jobberman
Research Assistant,Couz Pharmacy,Remote (Work From Home),Contract,"Research, Teaching & Training",70000.0,150000.0,110000.0,"NGN 70,000 - 150,000",,https://www.jobberman.com/listings/remote-research-assistant-qz776p,jobberman
Sales Executive,Themoving Ltd,Remote (Work From Home),Contract,Sales,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/high-performance-sales-executive-wanted-outbound-calls-focus-fully-remote-job-2kq2jj,jobberman
Sales Caller,Raphael Group,Remote (Work From Home),Contract,Sales,,,,NGN Commission Only,,https://www.jobberman.com/listings/sales-caller-j6r2q5,jobberman
Cold Calling Appointment Setter,The Loving Marketers,Remote (Work From Home),Contract,Sales,300.0,500.0,400.0,USD 300 - 500,,https://www.jobberman.com/listings/sdr-cold-calling-appointment-setter-gm9de8,jobberman
Architect,Cyberfleet Integrated Limited,Remote (Work From Home),Contract,Building & Architecture,250000.0,400000.0,325000.0,"NGN 250,000 - 400,000",,https://www.jobberman.com/listings/architect-design-permit-development-projects-5pxgng,jobberman
Community & Growth Marketing Manager,FSH Limited,Remote (Work From Home),Contract,Software & Data,150000.0,250000.0,200000.0,"NGN 150,000 - 250,000",,https://www.jobberman.com/listings/community-growth-marketing-manager-gm9pr2,jobberman
Brand and Marketing Manager,Bottleking Beverage,Lagos,Full Time,Marketing & Communications,,,,Confidential,,https://www.jobberman.com/listings/brand-and-marketing-manager-k789rm,jobberman
